X1,X2,X3,X4,Y
2.023,-3.046,4.317,B,22.052
4.114,2.187,6.716,A,39.516
4.246,2.266,10.794,B,26.893
3.726,-2.167,5.088,B,20.384
3.820,-1.227,4.614,A,29.873
3.712,-1.858,6.184,C,0.869
3.636,-2.178,9.280,A,44.068
1.715,0.417,3.666,B,14.318
4.628,-0.722,4.379,B,19.526
1.929,-0.160,2.629,B,12.892
3.292,-2.106,9.478,C,16.490
4.034,-2.380,8.342,C,3.383
4.629,1.240,10.792,C,41.519
0.867,0.298,3.916,A,18.590
4.938,-1.301,9.426,C,18.973
2.350,0.654,6.842,A,35.823
1.178,-0.297,9.863,A,35.339
4.684,1.222,3.889,A,34.998
2.729,2.623,10.032,A,45.860
2.372,2.118,6.385,C,42.952
3.910,1.668,6.592,A,45.283
2.358,-0.105,7.183,B,18.619
1.920,-0.161,5.226,A,25.277
1.543,1.034,10.270,A,39.749
1.901,2.156,11.839,B,25.407
2.816,2.541,7.306,B,21.575
4.888,0.581,4.872,A,38.105
0.720,-2.913,8.314,A,28.974
4.234,-2.155,5.787,C,6.651
4.594,-0.069,8.967,B,24.485
1.702,0.582,11.442,C,47.624
3.031,-2.663,10.580,B,25.944
2.553,2.692,8.282,B,20.902
4.461,0.240,5.022,C,15.845
0.941,1.238,11.914,B,20.802
2.582,-1.155,6.074,B,19.584
1.426,-0.315,12.169,A,42.560
1.953,-1.232,4.743,A,22.089
4.636,-0.122,4.726,A,33.212
4.850,-2.819,4.468,B,21.726
1.444,2.122,5.089,A,23.766
1.864,-1.664,9.256,B,21.067
3.308,-2.326,8.643,C,12.439
4.485,0.363,4.605,C,15.526
1.000,2.708,6.811,B,15.061
1.971,-2.807,11.911,C,27.765
3.166,-0.322,9.095,B,18.167
3.118,-2.329,9.766,B,29.929
1.739,1.349,5.395,A,28.924
1.456,2.756,7.864,C,47.010
1.476,-1.665,2.980,C,4.506
4.406,0.788,9.091,A,46.596
2.414,1.438,11.134,B,18.346
2.800,-1.558,3.857,C,7.396
1.154,-0.300,3.376,B,14.486
1.657,-0.094,3.319,A,20.862
4.625,-2.898,6.706,A,38.694
4.955,-1.279,4.219,A,33.421
3.457,-0.447,7.277,C,12.692
4.564,0.229,7.857,C,20.435
1.661,-3.233,2.920,B,13.131
3.121,1.083,5.928,B,18.476
1.102,-0.969,11.693,C,37.317
2.086,0.794,10.120,A,39.957
1.073,-2.106,5.331,C,6.166
1.033,-1.443,6.699,C,17.866
4.760,1.631,3.330,B,22.892
2.040,-2.825,5.504,C,-0.760
2.407,-0.262,12.137,C,32.226
1.593,-2.062,10.819,C,21.390
2.125,-2.408,11.223,C,21.102
2.598,0.849,10.701,B,21.886
3.926,-0.223,3.067,B,19.202
2.250,3.325,11.951,C,56.488
1.246,2.953,7.344,B,14.618
3.685,-0.060,3.533,B,18.974
4.113,-0.363,7.356,A,41.581
2.784,0.916,11.382,A,48.562
4.153,-1.547,8.101,A,47.277
4.615,0.602,7.350,A,44.146
1.040,2.573,3.490,A,21.155
4.926,1.815,8.760,C,41.164
1.775,-1.859,10.595,A,37.585
3.764,-0.376,7.012,C,11.197
2.494,1.397,7.704,C,37.973
2.471,0.387,5.853,C,24.491
4.794,-2.505,6.663,A,41.145
3.669,0.505,8.591,B,25.220
2.293,-3.426,7.711,C,10.511
4.012,-3.219,7.089,A,32.825
0.631,1.271,8.823,C,44.330
1.480,2.804,5.256,C,37.179
4.839,-0.455,5.344,A,34.967
1.950,-1.955,8.795,C,18.400
2.204,1.367,3.827,A,24.427
3.176,-0.659,6.302,B,23.098
4.341,-2.832,11.597,B,23.783
3.565,-0.199,11.385,B,24.084
2.814,-0.397,10.211,B,22.639
4.297,2.504,7.193,C,35.562
3.748,3.117,6.336,A,40.967
1.861,0.986,8.454,A,37.848
4.945,1.529,9.061,A,48.690
3.181,-0.480,9.341,C,31.267
3.618,-0.766,9.671,C,27.884
2.323,1.277,10.967,C,48.380
4.769,-0.224,6.329,A,40.760
3.623,-2.215,6.834,B,20.692
3.088,-2.091,4.410,A,27.095
1.519,-2.636,9.461,B,19.079
4.426,-0.204,7.993,B,29.089
1.641,2.946,6.077,C,45.340
4.519,-1.804,7.104,A,39.712
2.626,0.015,9.145,B,23.455
3.353,2.942,3.634,B,18.499
0.923,-0.203,10.523,B,21.196
3.528,-0.206,6.873,C,20.272
4.113,2.892,11.273,C,50.328
3.316,1.063,8.930,A,43.169
1.130,0.374,10.416,A,40.547
2.253,0.855,10.230,C,41.202
3.841,-0.716,8.448,A,38.097
2.586,0.714,6.662,B,21.263
3.499,-0.862,9.143,C,20.392
4.488,1.709,11.736,C,44.602
4.536,0.925,7.123,A,38.160
1.638,-2.218,9.166,C,18.696
2.968,0.939,6.650,B,21.265
2.852,1.360,10.149,B,22.360
4.730,1.782,9.201,B,24.704
1.168,-0.132,11.200,A,39.045
5.038,-0.373,10.561,A,51.218
1.871,1.865,5.082,A,27.661
4.813,0.992,6.108,A,39.394
2.062,0.813,9.763,A,37.775
2.896,-0.747,8.461,C,18.660
3.943,-0.689,8.030,B,25.003
2.503,-1.187,7.642,C,18.975
2.601,-1.310,8.027,A,29.377
3.209,2.141,3.918,A,27.467
1.248,1.552,9.028,B,19.143
2.554,-0.406,6.510,A,28.336
2.673,1.107,4.298,C,19.046
1.521,2.936,10.649,C,57.582
4.648,0.923,3.515,C,14.632
2.034,2.300,7.425,B,19.500
4.339,3.366,7.580,B,24.841
4.369,-0.192,3.157,A,29.245
3.825,1.850,4.654,B,21.181
1.407,-2.574,7.073,C,12.186
2.072,0.134,8.860,B,17.984
2.339,0.271,4.462,A,24.471
3.986,0.374,3.897,A,31.095
4.232,-3.232,6.102,B,24.799
2.294,0.387,9.333,A,40.578
5.452,-0.160,10.820,A,51.744
5.086,-0.278,6.717,C,16.707
1.092,-1.117,5.273,B,15.375
2.846,1.482,10.358,B,24.227
5.114,-2.756,6.100,A,36.793
4.594,-2.366,5.003,A,32.988
4.576,-2.858,3.598,B,20.522
5.094,-1.172,10.941,A,55.314
4.717,-0.221,10.508,C,29.365
3.425,-1.052,8.685,B,23.286
3.126,1.339,10.035,B,26.483
1.983,-0.797,2.994,C,10.446
1.885,1.116,4.977,A,23.257
5.087,3.048,5.775,A,40.789
2.604,3.052,10.477,C,56.481
4.286,2.800,6.533,B,22.548
3.722,0.753,9.281,B,26.739
3.501,-1.424,7.771,C,16.576
3.951,-2.952,3.655,C,-6.210
4.493,0.698,8.863,C,32.366
3.073,-3.005,7.330,C,11.418
3.057,2.180,9.762,B,23.560
2.637,-2.043,9.817,C,15.046
3.371,2.635,12.043,B,28.497
1.625,-1.868,4.748,C,8.993
3.217,2.121,4.369,A,28.885
4.032,-0.043,10.894,B,27.639
1.973,0.633,7.309,B,18.107
2.624,-0.374,5.327,A,23.607
3.325,0.428,8.310,B,22.660
4.949,1.235,7.682,A,42.917
1.169,-2.521,9.845,B,17.138
1.171,2.225,9.681,A,39.378
2.850,2.034,4.513,B,20.345
4.945,1.129,7.650,A,46.077
1.289,-1.078,7.488,A,25.847
1.644,-3.040,4.946,A,21.078
3.879,-2.659,7.563,C,7.780
3.893,-1.952,11.344,C,23.438
4.520,-2.027,9.382,A,42.294
4.545,1.624,9.353,A,47.823
3.921,1.519,10.894,B,22.324
4.382,-1.312,10.238,A,49.766
3.285,2.993,12.179,A,50.742
4.893,-1.011,10.164,C,22.038
1.506,1.043,6.564,C,35.162
2.192,-2.107,11.767,B,22.887
1.468,1.110,7.346,A,26.463
4.490,0.191,6.851,A,39.571
2.464,-0.599,8.614,B,24.056
4.381,1.537,11.105,A,55.996
2.759,0.634,6.686,A,37.398
5.111,-1.814,9.901,B,30.149
1.415,2.004,9.752,A,41.232
1.338,-1.394,5.844,C,16.560
3.642,2.255,9.399,B,26.162
4.821,-1.821,10.547,C,16.709
3.209,-1.088,6.636,C,15.767
3.492,-2.548,9.736,B,26.388
1.419,-0.957,9.850,A,39.747
2.019,-1.761,11.153,B,22.323
5.516,1.381,8.870,A,46.619
3.187,1.680,12.160,B,23.434
4.327,2.949,4.584,B,20.591
2.021,-2.233,6.369,B,19.448
1.106,-2.181,6.412,B,13.307
1.415,0.350,11.856,A,46.553
4.912,0.113,10.413,A,50.650
3.969,2.515,8.385,C,39.952
2.288,-0.628,7.891,C,30.092
4.357,-1.293,7.500,B,26.329
2.310,1.296,8.960,B,20.876
5.006,1.916,5.455,A,37.813
2.233,-0.565,5.263,C,15.577
2.347,-0.585,8.678,B,21.760
4.785,2.125,5.815,B,24.520
5.275,0.109,7.376,B,26.555
2.865,-0.941,3.740,C,10.224
1.374,-0.351,6.615,A,28.078
4.821,0.790,10.695,A,50.457
1.985,-0.997,4.964,C,11.033
0.864,-0.880,8.786,B,20.664
1.952,0.901,4.973,C,28.899
4.178,-0.388,9.662,A,46.907
4.761,2.192,7.935,C,38.356
2.933,0.277,8.959,C,35.556
3.153,1.893,9.592,B,24.631
4.288,1.711,6.536,A,36.478
4.111,-2.646,3.512,A,25.933
3.786,1.833,11.146,B,26.585
3.492,1.827,3.735,B,18.731
3.706,2.436,3.432,C,27.417
4.413,1.002,4.745,A,37.099
3.139,2.836,8.907,B,25.271
0.858,1.128,11.555,B,20.646
4.413,-2.647,10.943,A,53.393
4.840,-2.333,3.102,C,-1.969
0.792,1.617,4.637,A,21.972
4.243,0.888,2.822,C,18.401
3.392,1.502,9.583,B,25.341
3.340,-0.880,8.274,C,22.713
3.890,2.552,11.008,B,27.070
2.530,-0.866,9.237,C,29.426
4.232,-2.121,7.381,B,22.641
2.441,2.457,3.625,B,17.244
1.694,-0.759,2.730,C,4.497
4.408,-2.281,11.055,B,28.362
3.073,2.642,6.936,B,21.784
4.574,1.108,9.826,B,27.209
4.316,1.711,5.271,A,40.106
4.070,0.588,9.970,C,29.139
1.325,-1.572,7.640,A,28.290
1.353,2.822,9.417,B,21.262
3.788,-0.493,10.882,A,51.339
2.450,0.216,5.853,B,19.304
4.656,0.217,9.231,B,21.698
1.258,-2.888,9.793,C,16.657
1.972,-3.209,5.069,C,3.727
1.299,-2.275,12.123,A,42.891
1.058,0.558,9.865,A,39.697
2.525,2.793,9.809,B,22.584
5.242,-0.722,8.531,A,44.452
4.283,-2.823,6.585,B,24.508
3.130,-2.765,3.482,C,-3.418
1.944,0.046,6.877,B,18.955
3.549,-0.780,8.639,C,23.505
4.289,-0.038,9.031,A,48.338
2.553,-1.229,5.891,C,6.771
3.262,-1.699,7.891,B,21.426
4.854,-2.723,5.878,C,-4.722
1.654,-2.325,4.043,C,4.403
1.852,-1.088,7.716,C,19.378
4.005,-2.158,7.799,C,10.593
2.032,-0.884,10.141,B,22.717
0.887,1.109,11.140,A,45.591
3.339,0.448,10.642,A,47.380
3.688,2.634,3.037,A,29.714
4.143,-2.628,10.424,C,9.938
4.606,0.529,8.168,C,25.572
1.574,-0.515,6.213,A,25.110
4.539,1.381,9.199,B,24.301
3.496,0.929,5.435,C,24.726
1.683,1.905,7.542,B,22.848
4.314,2.151,4.711,C,20.130
2.925,-2.827,8.949,A,36.573
4.912,1.972,5.920,A,39.538
4.081,2.240,10.125,A,47.669
3.552,2.924,5.425,C,35.300
4.207,0.344,3.622,C,18.122
4.242,0.456,4.375,C,19.780
0.929,-2.062,11.076,A,35.269
1.760,1.254,11.339,C,49.860
1.125,-1.398,4.285,C,9.870
3.497,1.997,10.890,A,55.918
3.672,-1.699,4.861,B,21.484
1.688,-1.771,4.531,A,24.166
3.891,1.124,8.315,B,23.752
1.833,-0.178,5.489,C,25.596
2.216,2.532,6.840,C,41.928
2.171,-1.888,10.272,A,38.638
2.629,2.197,7.375,C,40.041
2.668,1.949,9.218,A,40.263
1.355,-0.229,9.406,A,35.595
4.924,0.146,11.507,B,29.210
3.979,1.758,9.466,C,43.736
3.459,2.627,9.233,B,25.519
4.172,0.630,3.551,B,18.025
2.531,-0.255,6.554,B,18.160
2.422,-0.167,7.299,C,31.785
3.178,-2.629,5.603,B,20.377
4.432,-2.651,7.025,B,23.759
2.574,-1.168,8.402,B,21.548
4.510,-2.283,10.014,A,47.100
3.014,-2.569,4.221,A,22.538
1.990,-0.995,5.019,B,17.309
0.699,-2.226,9.421,C,15.839
2.391,2.057,9.368,B,24.253
4.394,1.696,4.467,C,26.319
4.156,-2.576,8.015,B,28.398
1.547,-0.417,6.855,A,29.480
3.865,1.120,10.383,B,25.607
2.214,2.320,10.692,C,55.564
2.551,2.635,6.349,A,39.829
4.223,-1.477,11.358,C,17.148
3.625,-2.052,7.739,C,10.703
4.210,0.289,3.822,C,12.123
4.367,1.446,11.525,C,43.490
2.196,-0.671,2.986,B,15.311
3.390,-0.862,4.518,C,0.935
3.568,-2.221,10.767,C,14.129
4.077,2.471,6.439,C,42.167
3.677,2.605,5.056,B,21.938
2.476,2.404,5.735,C,43.349
2.991,1.417,7.177,B,19.641
4.296,-1.090,8.850,A,45.396
1.470,-0.404,6.885,B,18.130
4.266,1.915,5.690,C,35.920
2.080,-2.214,6.564,B,19.370
3.249,2.290,7.811,C,39.954
4.108,-2.400,10.259,A,48.281
2.367,2.824,9.012,B,20.014
1.889,-2.711,12.178,C,21.993
3.337,2.129,10.075,C,43.563
4.655,-3.024,8.226,A,44.873
4.490,0.891,8.648,B,26.607
1.539,0.690,3.511,C,24.454
4.449,-0.413,10.518,A,46.580
0.518,-0.680,6.529,C,22.846
5.158,0.483,12.149,A,55.666
3.687,-1.615,7.315,C,14.043
3.940,0.140,11.753,C,35.615
1.675,0.562,6.256,C,25.659
2.689,2.331,7.973,A,38.524
3.480,-1.499,6.434,A,34.033
1.778,-2.661,6.362,B,18.998
2.405,1.734,9.344,B,21.891
4.275,-0.171,6.218,B,24.901
3.659,2.937,7.441,A,41.592
3.424,0.662,11.031,B,27.443
1.678,-0.838,9.969,B,19.046
4.860,-2.662,7.695,C,4.272
4.044,-0.048,6.656,B,22.835
4.551,-0.536,3.681,A,34.138
0.937,-1.322,3.807,A,19.300
4.091,2.101,10.874,C,44.760
1.718,0.191,8.682,C,33.292
4.630,-0.190,5.687,C,14.440
4.543,-2.169,4.057,A,27.313
1.570,-1.140,6.317,A,27.453
3.841,2.105,4.525,B,17.223
2.024,0.477,9.297,B,24.081
1.510,-0.879,3.387,A,16.741
3.380,-1.890,4.616,A,26.284
2.900,-2.769,11.362,A,43.697
3.105,-2.577,10.905,C,19.665
4.726,-1.146,4.857,A,31.667
4.854,-0.797,10.581,B,25.995
4.569,-1.635,11.735,B,27.492
3.278,-2.577,7.507,A,38.141
4.395,-0.643,3.351,A,27.207
4.736,-0.651,11.834,B,31.785
4.276,-1.676,9.794,B,22.832
3.140,0.492,4.541,A,27.013
0.931,-1.704,7.091,B,14.105
4.830,2.092,7.768,A,46.959
2.525,-0.672,11.591,A,46.046
3.252,-1.099,9.429,B,21.572
2.616,-0.064,5.954,C,28.455
2.020,2.464,9.071,A,39.914
1.467,1.186,3.781,A,19.299
4.385,0.958,4.384,B,23.095
2.602,2.950,6.039,B,20.274
0.857,1.759,6.460,C,38.586
3.178,1.772,11.830,C,53.663
2.625,0.347,7.942,C,35.128
3.577,-1.559,4.061,C,2.934
3.961,2.273,10.363,A,46.651
2.991,0.882,4.557,B,17.803
3.689,0.404,11.802,B,26.443
1.488,1.239,4.064,A,20.788
1.095,-1.264,2.714,C,7.353
3.547,-0.774,9.893,A,48.230
2.444,0.704,4.482,B,18.800
2.124,0.990,6.734,C,31.011
2.359,-0.047,3.808,C,14.304
2.295,0.645,8.137,C,35.984
4.304,2.563,7.345,C,42.104
4.803,-2.072,6.987,B,25.762
1.237,-2.968,5.354,A,20.913
4.873,2.676,9.376,C,45.604
2.822,-0.418,4.103,B,16.736
3.350,3.016,8.910,C,51.531
5.036,-0.578,9.150,B,27.048
4.306,0.632,7.925,B,24.671
3.099,1.129,11.773,A,50.725
2.600,0.230,10.020,B,22.040
2.391,0.009,8.371,A,37.807
1.877,-2.307,6.774,C,16.049
3.318,0.686,5.652,C,17.880
2.371,2.924,5.389,A,27.965
5.198,-0.253,6.488,C,14.656
5.301,-1.355,4.756,B,26.739
3.492,2.784,11.130,A,54.623
1.484,1.508,3.042,B,15.206
1.357,-0.894,5.230,C,23.327
3.152,-0.394,10.734,C,38.605
5.240,2.215,4.255,C,26.174
4.309,-0.377,7.586,B,22.028
3.766,-0.909,6.039,B,21.121
5.071,1.235,8.464,C,31.625
4.108,-1.917,5.238,B,24.071
4.058,-0.813,7.170,A,34.954
2.282,2.078,6.716,B,17.950
2.802,2.101,8.868,A,39.412
1.956,2.469,3.685,C,33.152
3.129,2.501,9.999,A,45.987
4.234,2.973,4.072,A,33.690
2.812,3.274,6.032,C,45.116
5.120,1.810,6.016,C,28.122
1.793,2.688,3.479,C,34.720
1.347,0.460,6.545,C,30.431
1.690,1.659,2.883,B,16.937
1.134,-2.830,12.072,A,39.593
5.073,2.904,3.751,A,34.254
3.308,-1.920,6.596,C,9.223
4.039,0.422,11.806,C,33.757
3.913,-2.625,4.360,B,19.993
5.203,1.723,6.435,C,25.486
2.537,3.229,2.848,C,34.427
1.946,-1.068,4.299,B,15.334
3.695,2.513,9.086,C,39.192
5.053,0.610,8.522,A,49.636
3.094,-1.962,4.960,B,15.743
1.940,2.281,9.902,B,20.967
2.402,-1.474,5.602,C,8.091
1.073,-1.541,7.473,A,31.672
3.729,1.875,3.723,C,22.508
3.778,2.228,5.019,C,30.745
3.550,-0.827,2.964,C,11.588
2.301,1.918,9.734,B,24.231
2.041,-0.312,8.629,C,26.651
2.871,-2.921,5.412,C,1.774
3.803,0.602,2.905,C,16.456
3.870,0.070,7.695,C,19.801
4.707,3.365,6.581,C,33.837
3.391,1.088,8.694,A,38.311
1.638,-2.135,8.724,B,19.397
3.493,0.055,9.412,B,23.051
4.030,-2.117,3.613,B,20.478
2.440,2.200,4.274,B,17.207
4.541,2.171,11.086,A,58.459
2.688,2.035,10.077,A,43.551
0.969,-1.627,4.604,C,7.041
1.615,2.285,4.515,B,16.703
3.459,1.617,9.710,A,42.391
4.133,-1.061,9.538,C,19.106
4.641,-0.315,3.904,B,22.422
1.169,1.972,7.652,C,47.154
4.054,-2.335,9.938,A,43.826
2.922,-1.715,8.936,B,20.064
2.951,1.182,11.665,A,47.206
0.897,-1.869,4.643,A,17.189
3.127,1.596,7.054,A,35.156
2.761,1.181,7.153,B,20.679
2.703,0.371,3.942,C,11.127
2.609,0.129,6.521,A,33.739
2.910,0.313,4.220,B,18.814
4.948,0.968,6.508,C,18.950
3.083,-0.301,4.724,A,26.778
1.420,-0.711,10.418,A,39.755
4.405,-2.895,10.804,B,24.921
3.326,-0.511,8.604,A,37.419
2.388,-1.692,6.990,C,12.728
3.929,1.469,4.089,A,32.583
0.921,2.511,12.184,B,19.094
3.150,-1.453,4.108,B,18.120
1.111,2.356,7.078,A,30.877
2.872,1.719,7.333,A,34.386
4.599,-2.781,9.870,C,9.476
4.329,-2.622,3.369,C,-12.415
1.772,-0.006,5.198,B,16.485
4.465,1.212,5.754,B,21.924
3.104,-2.470,3.716,A,26.509
2.620,0.636,5.707,A,34.478
1.999,2.271,3.423,A,24.895
4.227,-1.585,6.726,C,14.169
3.329,0.458,8.070,A,43.052
1.592,1.929,9.783,A,44.084
4.261,-0.337,9.905,B,28.335
3.141,2.418,9.770,A,48.004
4.045,-0.789,11.098,C,29.552
3.524,-3.194,12.341,A,49.692
4.200,-0.276,7.548,C,14.791
2.896,-1.117,5.166,C,12.327
1.170,2.530,9.371,B,19.794
2.314,-0.918,7.356,C,19.072
4.432,1.800,5.150,B,22.607
3.120,-2.692,5.221,C,0.764
2.797,2.411,10.977,B,22.764
4.465,-2.353,10.785,B,27.622
2.553,0.949,7.121,A,36.743
1.688,-2.803,9.857,B,23.484
4.193,-0.917,9.448,A,42.614
1.037,-1.375,3.297,C,8.388
1.964,2.664,5.666,B,17.608
1.656,2.168,8.969,A,36.553
1.493,-2.132,9.900,B,23.500
1.153,1.635,11.703,A,41.625
1.909,-2.401,8.619,B,17.169
3.056,2.373,9.654,C,51.256
2.376,-2.095,3.687,A,22.072
3.294,2.719,10.820,B,25.237
1.543,-2.581,9.219,A,35.460
4.109,2.119,4.683,B,22.145
4.229,-0.551,7.796,A,41.896
3.518,0.145,4.920,B,19.480
1.171,-1.546,10.404,B,20.410
1.563,-2.766,11.411,B,19.305
1.555,-1.306,4.094,B,14.143
3.754,2.557,11.951,A,55.056
4.389,-1.754,9.996,A,45.448
2.431,0.751,7.926,C,34.795
2.593,0.570,4.208,A,22.911
2.207,-1.836,5.614,C,8.167
4.513,1.121,7.827,B,27.660
1.304,1.430,3.869,A,20.925
3.486,2.026,4.865,B,19.013
2.624,3.241,10.431,C,54.527
4.952,-2.721,5.553,A,32.203
1.106,-2.658,5.721,C,3.953
4.983,2.074,9.509,C,40.361
0.278,-2.346,10.679,B,19.081
3.942,0.473,5.668,C,20.311
1.943,3.723,4.006,B,16.074
2.098,1.787,9.140,C,50.626
3.473,0.638,7.420,B,21.824
1.492,-2.608,8.423,B,19.092
1.539,-2.106,11.808,C,27.959
4.589,-0.029,5.076,A,36.510
1.422,0.240,5.009,C,24.771
3.355,3.179,4.693,B,16.995
1.757,2.495,7.248,A,32.415
4.265,-1.306,4.144,B,20.485
2.076,2.156,10.542,B,24.878
2.339,1.986,9.957,A,42.656
2.556,2.065,5.404,C,37.743
3.198,-2.584,7.554,A,35.472
1.926,1.661,7.813,A,39.056
3.872,-0.793,3.575,A,27.821
1.649,-2.933,12.447,C,24.360
3.788,-1.993,3.702,C,-2.616
1.787,-0.086,11.069,A,40.611
5.362,-2.675,5.909,B,22.479
3.029,-1.088,3.334,C,6.452
2.515,2.624,8.472,B,21.400
2.971,1.625,3.421,A,27.856
2.668,-0.782,11.768,A,45.266
1.004,-1.162,10.754,B,21.974
3.468,2.247,9.707,A,48.489
3.740,1.519,5.740,C,24.819
3.249,-1.483,10.170,A,43.796
0.258,-0.983,5.008,C,19.646
2.264,3.074,9.003,A,37.526
3.122,2.571,6.808,C,41.615
3.572,0.916,10.592,B,26.670
1.729,0.083,11.556,B,21.838
4.567,0.320,10.294,A,46.318
1.344,-1.579,11.676,C,29.240
3.907,1.100,7.027,A,41.610
2.073,-1.625,5.121,B,12.345
0.993,-2.360,11.983,A,35.546
1.728,2.327,5.579,A,28.065
2.685,0.993,10.642,B,23.770
3.287,0.577,10.502,B,22.222
1.534,-0.136,11.062,B,24.236
4.747,2.258,11.637,C,46.059
4.263,-1.364,10.706,B,27.791
1.817,-2.557,4.671,A,18.428
5.240,1.753,8.511,A,48.512
2.459,1.741,7.453,C,37.403
1.903,1.700,6.453,B,21.436
4.727,-2.343,3.311,C,-4.026
1.278,0.275,5.268,B,17.316
4.440,-0.747,10.692,B,26.011
1.768,-0.146,8.979,C,33.770
3.805,-2.739,7.505,B,21.683
2.193,-2.521,9.795,B,19.579
3.132,1.340,11.726,C,46.137
4.378,-3.372,11.593,B,29.087
1.314,0.324,4.234,B,15.035
2.624,2.464,12.197,B,26.624
4.464,-1.043,10.507,A,49.229
2.318,-1.700,11.757,A,43.451
4.711,-0.618,8.405,B,28.025
4.074,-1.800,7.964,B,24.414
4.456,0.726,7.536,C,27.697
3.302,2.843,5.827,B,21.519
3.782,-0.922,4.625,C,10.713
5.111,2.349,6.095,C,31.248
2.805,-2.005,7.014,B,22.694
1.104,0.743,3.814,B,12.273
0.897,0.392,7.489,C,34.582
2.992,-2.487,3.278,C,-6.283
2.295,1.217,4.766,C,23.758
5.038,0.390,4.792,B,24.092
1.834,-0.558,11.235,A,43.537
2.187,-1.249,3.772,B,18.811
4.575,1.588,5.968,A,40.881
3.819,0.266,5.633,C,22.979
4.675,-1.333,4.383,C,0.114
4.258,0.134,7.024,B,27.011
3.310,1.364,8.995,A,42.141
4.397,1.608,3.472,B,22.797
2.040,-1.052,3.919,C,10.547
4.601,-1.825,6.702,B,27.189
3.024,-1.878,7.105,B,20.783
3.745,0.550,4.166,B,17.372
3.180,0.558,8.338,A,40.792
4.512,-1.675,4.255,A,31.969
3.074,2.296,2.894,C,22.125
4.415,-2.591,8.031,A,38.604
4.325,-0.336,3.147,C,6.406
4.196,2.811,4.950,B,19.763
3.101,-2.807,11.506,C,15.919
1.813,-0.790,11.034,A,40.012
4.466,-1.016,4.340,B,21.258
3.036,1.718,5.963,B,18.307
1.255,-1.488,7.632,C,22.844
2.959,-1.723,6.515,A,32.782
4.694,-2.191,8.298,C,5.595
2.225,-0.815,4.424,A,19.594
4.098,-0.282,6.075,A,34.684
3.336,-1.914,10.642,B,25.223
3.438,2.799,10.878,A,49.229
4.389,0.631,5.234,C,18.036
2.799,1.496,7.515,C,37.951
1.883,2.291,8.577,A,36.841
3.252,2.561,5.219,C,35.368
3.286,2.464,4.140,B,18.085
3.388,1.393,6.980,A,39.107
3.905,1.001,10.336,B,21.445
1.910,0.080,7.232,C,22.755
2.062,-1.314,6.079,B,14.935
4.550,-1.264,10.860,B,28.370
3.500,-0.679,4.381,C,6.321
2.312,-1.059,3.312,A,19.322
2.035,0.619,7.135,A,31.104
1.210,0.730,9.230,A,33.746
1.338,-2.196,8.117,C,15.306
1.400,-2.219,6.105,C,14.190
1.546,-2.765,6.437,C,9.919
1.046,-1.231,10.511,B,18.302
4.828,0.197,7.294,A,42.528
1.333,-1.251,6.658,A,26.136
1.850,-0.379,10.221,A,41.193
2.820,1.190,8.109,A,39.429
3.238,-1.692,4.892,A,22.624
3.202,0.220,8.783,B,24.461
3.941,-0.529,9.509,C,33.287
2.127,-1.467,8.558,B,16.765
4.496,-1.105,8.327,A,37.841
2.005,2.214,5.981,A,34.216
0.570,2.140,7.531,A,31.930
5.235,-2.155,4.943,A,35.515
2.802,2.951,9.138,A,45.157
2.593,1.775,5.794,A,31.463
3.472,-2.047,11.085,B,28.038
1.770,-0.575,11.482,B,20.371
4.064,2.567,2.629,A,27.139
4.644,0.904,5.096,A,40.304
3.263,-1.327,6.375,B,24.757
4.731,0.668,5.656,A,39.668
2.368,-0.348,5.077,A,23.647
1.794,0.902,6.399,B,21.051
1.664,0.063,11.013,A,38.074
1.758,-2.715,10.067,B,20.473
2.407,-2.237,10.874,B,21.847
3.818,2.126,11.234,A,54.434
2.711,2.300,5.682,C,39.217
2.984,-2.712,7.534,B,20.037
3.922,2.442,3.116,C,26.429
2.091,2.411,3.938,B,16.453
1.256,1.106,4.804,C,30.493
4.616,-0.613,2.703,A,31.033
1.981,-0.717,5.188,A,23.597
3.109,0.269,7.500,B,22.223
1.663,2.216,6.661,A,33.992
1.527,3.060,11.988,A,46.729
3.719,2.189,11.776,A,56.467
2.152,-2.281,6.025,B,14.731
1.318,2.479,11.221,B,23.733
3.936,0.883,7.854,A,41.648
4.787,-2.508,7.562,C,0.688
1.029,0.461,9.092,A,34.210
4.908,3.202,9.352,B,26.612
4.921,-1.165,11.005,A,57.113
1.122,-1.056,11.372,B,18.028
1.287,-2.498,8.585,C,21.169
4.591,-0.354,7.338,A,37.389
1.181,-0.638,9.462,B,20.382
3.141,2.651,6.055,C,38.645
3.416,-3.179,11.813,A,44.580
3.990,0.548,11.660,B,24.349
1.581,0.029,7.626,A,29.735
4.944,2.022,5.273,A,38.355
1.679,2.684,6.325,B,15.395
1.284,2.071,8.809,A,37.474
3.204,0.053,7.452,C,24.231
1.859,-1.207,5.320,C,13.980
3.483,2.208,10.328,B,26.982
4.164,2.543,7.821,C,43.477
3.186,1.740,8.233,C,32.525
0.739,0.158,7.354,B,19.834
4.883,-0.418,11.697,C,30.456
4.402,-0.451,11.165,C,29.006
2.639,-1.013,6.546,B,19.165
2.246,2.721,7.756,B,21.123
3.907,0.666,10.239,A,48.319
2.910,1.336,7.510,A,38.821
3.821,-0.795,8.311,C,16.415
